ICAO,NOTAM No,Q Code,From,To,Schedule,Text,Lower Limit,Upper Limit,Created Time,Farsi
OINZ,A5040/24,OIIX/QMRHW/IV/NBO/A/000/999/,2412220649,2501220600 EST,,"CONST WORK EXIST LEFT SIDE OF RWY 34 ALONG THE RWY, DIST FM CL 70 M UP TO 150 M. CREATED: 22 Dec 2024 06:48:00 SOURCE: OIIIYNYX",,,22 Dec 2024 06:48:00,
OINZ,A4704/24,OIIX/QLPAS/IV/BO/A/000/999/,2411300613,2502280600 EST,,PAPI RWY 16 NOT OPR. CREATED: 30 Nov 2024 06:13:00 SOURCE: OIIIYNYX,,,30 Nov 2024 06:13:00,
OINZ,A4393/24,OIIX/QMRXX/A/000/999/,2411041241,2502031000 EST,,"A CANAL EXISTS WEST OF RWY 16/34 WITH FLW SPECIFICATIONS: DIST FM DTHR 34: 800 M UP TO 1500 M DIST FM RCL: 90 M LEN:700 M, WID:3 M, DPT:2 M. CREATED: 04 Nov 2024 12:42:00 SOURCE: OIIIYNYX",,,04 Nov 2024 12:42:00,
OINZ,A1892/22,OIIX/QMNCS/IV/BO /A /000/999/3638N05312E005,2206211046,PERM,,NEW APRON EXIST NORTH OF OLD APRON (REF AIP PAGE AD 2 OINZ AD,,,05 Aug 2024 07:44:00,
OISF,B0994/24,OIIX/QSFAU/IV/B/A/000/999/,2412251323,2503251240 EST,,AFIS FREQ 118.950 MHZ NOT AVBL CREATED: 25 Dec 2024 13:27:00 SOURCE: OIIIYNYX,,,25 Dec 2024 13:27:00,
OISF,B0993/24,OIIX/QNBAS/IV/BO/AE/000/999/,2412251326,2503251240 EST,,NDB FSA 216 KHZ NOT OPR CREATED: 25 Dec 2024 13:26:00 SOURCE: OIIIYNYX,,,25 Dec 2024 13:26:00,
OISL,A4500/24,OIIX/QNBAS/IV/BO/AE/000/999/,2411131010,2502120700 EST,,NDB LAR FREQ 224 KHZ NOT OPR DUE TO MAINT. CREATED: 13 Nov 2024 10:11:00 SOURCE: OIIIYNYX,,,13 Nov 2024 10:11:00,
OISL,A3994/24,OIIX/QFALT/IV/NBO/A/000/999/,2410081235,2501062030 EST,,"REF AIP PAGE AD 2-5 OISL ITEM 2.17 ATS AIRSPACE NR 3 AIRSPACE CLASSIFICATION, DRG SKED AND NON-SKED ARRIVING AND DEPARTING PASSENGER FLT AND CARGO FLT OPERATION AIRSPACE CLASSIFICATION IS D, OTHER TIMES AIRSPACE CLASSIFICATION IS G. FOR NON-SKED FLT PPR AT LEAST 72 HR BFR EOBT FM LAR AD. CREATED: 08 Oct 2024 12:36:00 SOURCE: OIIIYNYX",,,08 Oct 2024 12:36:00,
OISR,A4554/24,OIIX/QFFCH/IV/NBO/A/000/999/,2411180230,2502120230,EV MON AND WED,AD CAT FOR RESCUE AND FIRE FIGHTING SER INCRASED TO CAT 7. CREATED: 16 Nov 2024 13:10:00 SOURCE: OIIIYNYX,,,16 Nov 2024 13:10:00,
OISY,A4316/24,OIIX/QOBCE/IV/M/AE/000/999/,2410301158,2501291100,,NEW UNMARKED UNLIGHTED OBST EXISTS IN APCH RWY13 / TKOF RWY 31 AREAS WITH FLW SPECIFICATIONS: OBST TYPE : BTS ANTENNA PSN : 304452.94N 0512848.32E HGT: 197 FT DIST BEFOR DTHR RWY 13: 6500 M ON EXTENDED RWY CL . CREATED: 30 Oct 2024 12:00:00 SOURCE: OIIIYNYX,,,30 Oct 2024 12:00:00,
OIMC,A2496/23,OIIX/QFALT/IV/NBO/A /000/999/3629N06104E005,2307300818,2310280820 EST,,SARAKHS AIRPORT IS ONLY AVAILABLE FOR SPECIALIZED OPERATION (OTHER THAN COMMERCIAL AIR TRANSPOR,,,05 Aug 2024 07:45:00,
OIMC,A3991/24,OIIX/QPIXX/A/000/999/,2410081217,2501062030 EST,,"REF AIP PAGE AD 2 OIMC IAC 4-1 , INSTR APPROACH PROCEDURE SARAKHS/SARAKHS CIRCLING NDB/DME CAT A/B/C/D SUSPENDED. CREATED: 08 Oct 2024 12:17:00 SOURCE: OIIIYNYX",,,08 Oct 2024 12:17:00,
OIMC,A3992/24,OIIX/QCAAS/IV/B/AE/000/999/,2410081222,2501062030 EST,,"REF AIP PAGE AD 2-4 OIMC ITEM 2.18 ATS COM FAC, EMERG FREQ 121.500 MHZ U/S. CREATED: 08 Oct 2024 12:23:00 SOURCE: OIIIYNYX",,,08 Oct 2024 12:23:00,
OIKM,A5058/24,OIIX/QLBAS/V/M/A/000/999/,2412230504,2503171000 EST,,"REF AIP PAGE AD 2-5 OIKM ITEM AD 2.15 , ABN U/S. CREATED: 23 Dec 2024 05:04:00 SOURCE: OIIIYNYX",,,23 Dec 2024 05:04:00,
OIFK,B0063/22,OIIX/QOBCE/IV/M/AE/000/999/,2201181735,2204191734 EST,,"OBSTACLE EXISTS AT LEFT SIDE OF RWY 29 WITH FLW SPECIFICATIONS: DIST FM THR: 950 M, DIST FM RCL: 59 M, HGT: 7 FT, LEN: 3 M, WID: 1.5 M. CREATED: 27 Aug 2024 06:48:00 SOURCE: OIIIYNYX",,,27 Aug 2024 06:48:00,
OIFK,B0061/22,OIIX/QOBCE/IV/M/AE/000/999/,2201181655,2204191030 EST,,"MAST EXIST LEFT SIDE OF RWY 29 WTH FLW SPECIFICATION: DIST FM THR: 900 M, DIST FM RCL: 55 M, HGT: 24 FT CREATED: 27 Aug 2024 06:48:00 SOURCE: OIIIYNYX",,,27 Aug 2024 06:48:00,
OIFK,B0060/22,OIIX/QOBCE/IV/M/AE/000/999/,2201181650,2204191030 EST,,"E)OBSTACLE AT LEFT SIDE OF RWY 29 WITH FLW SPECIFICATIONS: DIST FM THR: 900 M, DIST FM RCL: 55 M, HGT: 12 FT, LEN: 13 M, WID: 3 M. CREATED: 27 Aug 2024 06:48:00 SOURCE: OIIIYNYX",,,27 Aug 2024 06:48:00,
OIHS,A5076/24,OIIX/QNVAS/IV/BO/AE/000/999/,2412240748,2503232359 EST,,VOR HAB FREQ 115.400 MHZ U/S AND SUBSEQUENTLY REQUIRED FLTCK. CREATED: 24 Dec 2024 07:47:00 SOURCE: OIIIYNYX,,,24 Dec 2024 07:47:00,
OIHS,B0984/24,OIIX/QNBAS/IV/BO/AE/000/999/,2412240758,2503232359 EST,,"NDB HAB FREQ 329 KHZ U/S, AND SUBSEQUENTLY REQUIRED FLTCK. CREATED: 24 Dec 2024 07:56:00 SOURCE: OIIIYNYX",,,24 Dec 2024 07:56:00,
OIHS,B0966/24,OIIX/QNNXX/E/000/999/,2412230845,2503232359 EST,,TACAN HAB CH 101X FLTCK EXPIRED. CREATED: 23 Dec 2024 08:44:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:44:00,
OIHS,B0958/24,OIIX/QNXXX/AE/000/999/,2412230839,2503232359 EST,,UDF FLTCK EXPIRED. CREATED: 23 Dec 2024 08:39:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:39:00,
OIIP,A5081/24,OIIX/QLPAS/IV/BO/A/000/999/,2412240800,2503232359 EST,,PAPI RWY 30 U/S AND SUBSEQUENTLY REQUIRED FLTCK. CREATED: 24 Dec 2024 07:59:00 SOURCE: OIIIYNYX,,,24 Dec 2024 07:59:00,
OIIP,A5077/24,OIIX/QNVAS/IV/BO/AE/000/999/,2412240749,2503232359 EST,,"VOR PIM FREQ 117.500 MHZ U/S, AND SUBSEQUENTLY REQUIRED FLTCK. CREATED: 24 Dec 2024 07:48:00 SOURCE: OIIIYNYX",,,24 Dec 2024 07:48:00,
OIIP,A5031/24,OIIX/QFAAH/IV/NBO/A/000/999/,2412220330,2501191330,,"REF AIP PAGE AD 2-1 OIIP ITEM 2-3 NR 7, ATS OPR HR CHG TO : 0330-1330 AND OUT OF THESE TIMES PPR. CREATED: 21 Dec 2024 10:47:00 SOURCE: OIIIYNYX",,,21 Dec 2024 10:47:00,
OIIS,B0985/24,OIIX/QNDAS/IV/BO/AE/000/999/,2412240759,2503232359 EST,,DME SMN FREQ 117.250MHZ CH 119Y U/S AND SUBSEQUENTLY REQUIRED FLTCK. CREATED: 24 Dec 2024 07:57:00 SOURCE: OIIIYNYX,,,24 Dec 2024 07:57:00,
OIKM,A4680/24,OIIX/QMNLC/IV/NBO/A/000/999/,2411271254,2501192030 EST,,APN CLSD DUE TO CONST WORK. CREATED: 27 Nov 2024 12:55:00 SOURCE: OIIIYNYX,,,27 Nov 2024 12:55:00,
OIMC,A5093/24,OIIX/QNDAS/IV/BO/AE/000/999/,2412240903,2503232359 EST,,"REF AIP PAGE AD 2-4 OIMC ITEM 2.19 RADIO NAVIGATION AND LANDING AIDS, DME SRS CH 108X FREQUENCY 116.100 MHZ U/S AND SUBSEQUENTLY REQUIRED FLTCK. CREATED: 24 Dec 2024 09:04:00 SOURCE: OIIIYNYX",,,24 Dec 2024 09:04:00,
OIKM,A4678/24,OIIX/QMXLC/IV/M/A/000/999/,2411271253,2501192030 EST,,ALL TWY CLSD DUE TO CONST WORK. CREATED: 27 Nov 2024 12:53:00 SOURCE: OIIIYNYX,,,27 Nov 2024 12:53:00,
OIKM,A4677/24,OIIX/QMRLC/IV/NBO/A/000/999/,2411271249,2501192030 EST,,RWY12/30 CLSD DUE TO CONST WORK. CREATED: 27 Nov 2024 12:50:00 SOURCE: OIIIYNYX,,,27 Nov 2024 12:50:00,
OIKP,B0808/24,OIIX/QMRLC/IV/NBO/A/000/999/,2410261029,2501192030,,RWY 08/26 CLSD DUE TO CONST WORK. CREATED: 26 Oct 2024 10:32:00 SOURCE: OIIIYNYX,,,26 Oct 2024 10:32:00,
OIKY,A4251/24,OIIX/QLPAS/IV/BO/A/000/999/,2410271115,2501251130 EST,,REF AIP PAGE AD2-4 OIKY ITEM AD2.14 PAPI RWY 31 NOT OPR. CREATED: 27 Oct 2024 11:18:00 SOURCE: OIIIYNYX,,,27 Oct 2024 11:18:00,
OIKY,A4250/24,OIIX/QMRHW/IV/NBO/A/000/999/,2410271112,2501251130 EST,,"CONST WORK EXIST ALONG RWY 13 AND BOTH SIDES WITH FLW SPECIFICATIONS: DIST FM RCL: 30 M UP TO 150 M ON BOTH SIDES, MACHINARY OPR WITH MAX HGT: 20 FT. CREATED: 27 Oct 2024 11:15:00 SOURCE: OIIIYNYX",,,27 Oct 2024 11:15:00,
OIKY,A4249/24,OIIX/QLPAS/IV/BO/A/000/999/,2410271110,2501251130 EST,,REF AIP PAGE AD 2-4 OIKY ITEM AD 2.14 PAPI RWY 13 NOT OPR. CREATED: 27 Oct 2024 11:12:00 SOURCE: OIIIYNYX,,,27 Oct 2024 11:12:00,
OIKY,A4248/24,OIIX/QMRCC/A/000/999/,2410271106,PERM,,REF AIP PAGE AD 2-4 OIKY ITEM 2.12 AND 2.13 PHYSICAL CHARACTERISTICS BASED ON WGS 84 FOR RWY 13/31 WITH FLW INFO ARE APPLICABLE: RWY DIMENSIONS: RWY LEN 13/31 (THR TO TH,,,27 Oct 2024 11:10:00,
OIKY,A4185/24,OIIX/QMRLT/IV/NBO/A/000/999/,2410202019,2501182030 EST,,COND TO USE RWY 13/31 ARE AS FLW: RWY 13/31: INSTR - DAY OPERATION ONLY MNM TKOF AND LDG VIS FOR RWY 13/31: 5000 M ACCORDING METAR. MXM CROSSWIND COMPONENT OF 15 KT STOP OPERATION ON RWY 13/31: RCC (RWY COND COD,,,20 Oct 2024 20:21:00,
OIKY,A4184/24,OIIX/QPILT/I/NBO/A/000/999/,2410202001,2501182030 EST,,"REF AIP PAGE AD 2 OIKY IAC 2-1 AND IAC 3-1, THE OCA/H STRAIGHT SECTION FOR FLW INSTRUMENT APPROACH PROCEDURES SUSPENDED, ONLY OCA/H FOR CIRCLING AVBL: - INSTRUMENT APPROACH PROCEDURE SIRJAN VOR/DME RWY 13 CAT A/B/C/D, - INSTRUMENT APPROACH PROCEDURE SIRJAN VOR RWY 13 CAT A/B/C/D. CREATED: 20 Oct 2024 20:04:00 SOURCE: OIIIYNYX",,,20 Oct 2024 20:04:00,
OIMB,A4384/24,OIIX/QFFCH/IV/NBO/A/000/999/,2411040824,PERM,,"REF AIP PAGE AD 2-2 OIMB ITEM 2-6, AD CAT FOR RESCUE AND FIRE FIGHTING SERVICES IS CAT 3. ALSO UP TO CAT 8 IS AVAILABLE DURING SCHEDULED AND NON-SCHEDULE FLIGHT OPERATIONS WITH PPR AT LEAST 72 HR BEFORE EOBT FROM BIRJAND AD. AMEND AIP ACCORDINGLY. ) DUPE CREATED: 04 Nov 2024 08:31:00 SOURCE: OIIIYNYX",,,04 Nov 2024 08:31:00,
OIMB,A3990/24,OIIX/QMHCS/IV/NBO/A/000/999/,2410081201,2501062030 EST,,MIL ARRESTING SYSTEM (NET AND HOOK BARRIE,,,08 Oct 2024 12:03:00,
OIMM,A5025/24,OIIX/QMNHW/IV/BO/A/000/999/,2412210943,2412311230,,"CONST WORK EXIST ON APRON BTN TWY A AND TWY B ,MACHINARY OPR WITH MAX HGT 18 FT CREATED: 21 Dec 2024 09:43:00 SOURCE: OIIIYNYX",,,21 Dec 2024 09:43:00,
OIMM,A5023/24,OIIX/QMWHW/IV/M/A/000/999/,2412210940,2412281230,,"A CANAL EXCAVATION ALONG AND RIGHT SIDE OF RWY 13R : - DIST FM THR RWY 13R: 1M - DIST FM RCL: 24 M - LEN:30 M, WID: 1.2 M, DPT:1.5 M MACHINERY OPR WITH MAX HGT 15 FT . CREATED: 21 Dec 2024 09:39:00 SOURCE: OIIIYNYX",,,21 Dec 2024 09:39:00,
OIBP,A5080/24,OIIX/QNBAS/IV/BO/AE/000/999/,2412240752,2503232359 EST,,NDB PRG 457 KHZ U/S AND SUBSEQUENTLY REQUIRED FLTCK. CREATED: 24 Dec 2024 07:56:00 SOURCE: OIIIYNYX,,,24 Dec 2024 07:56:00,
OIYR,B0946/24,OIIX/QSFAU/IV/B/A/000/999/,2412160757,2503162030 EST,,"AFIS NOT AVBL IN THE OIYR ATZ,PILOTS IN COMMAND AND/OR ACFT OPS ARE SOLELY RESPONSIBLE FOR SAFETY ASSESSMENT FOR ANY PLANNED OPS IN THE OIYR ATZ. CREATED: 16 Dec 2024 07:57:00 SOURCE: OIIIYNYX",,,16 Dec 2024 07:57:00,
OIMM,A4976/24,OIIX/QGAAU/I/NBO/A/000/245/,2412160728,2503162030 EST,,"GPS UNRELIABLE AND MAY BE UNAVAILABLE WITHIN AREA WITH THE LATERAL LIMITS OF MASHHAD TMA AS SPECIFED IN IRAN AIP, FM GND UP TO FL245, EGPWS/GPWS MAY DISPLAY ERRONEOUS INDICATION AND MAP SHIFTING, AS REPORTED FREQUENTLY, PILOTS SHALL REPORT GPS ANOMALIES INCLUDING DEGRADED OPERATION AND/OR LOSS OF SERVICE, SAP.",GND,FL245,16 Dec 2024 07:30:00,
OIAW,A4696/24,OIIX/QOBCE/IV/M/AE/000/999/,2411301030,2503010800 EST,,A LGTD MAST ERECTED AT SOUTH OF RWY 12/30 WITH FLW SPECIFICATIONS: PSN : 311946N 0484607E HGT : 166 FT AGL CREATED: 30 Nov 2024 05:46:00 SOURCE: OIIIYNYX,,,30 Nov 2024 05:46:00,
OITT,B0954/24,OIIX/QNXXX/AE/000/999/,2412230834,2503232359 EST,,UDF FLTCK EXPIRED CREATED: 23 Dec 2024 08:36:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:36:00,
OIBK,A5085/24,OIIX/QLPAS/IV/BO/A/000/999/,2412240805,2503232359 EST,,"PAPI RWY 09L U/S, AND SUBSEQUENTLY REQUIRED FLTCK. CREATED: 24 Dec 2024 08:04:00 SOURCE: OIIIYNYX",,,24 Dec 2024 08:04:00,
OIBK,A5066/24,OIIX/QMRXX/A/000/999/,2412231820,2503232030 EST,,"REF AIP PAGE AD 2-7 OIBK ITEM 2.20 LOCAL TFC REGULATIONS NR 2, THE DIST BTN CENTERLINES OF RWY 09L/27R AND TWY A: 123 M. CREATED: 23 Dec 2024 18:24:00 SOURCE: OIIIYNYX",,,23 Dec 2024 18:24:00,
OIBK,A5065/24,OIIX/QMRLT/IV/NBO/A/000/999/,2412231809,2503232030 EST,,"REF AIP PAGE AD 2-7 OIBK ITEM 2.20 LOCAL TFC REGULATIONS NR 2, - DRG TKOF AND LDG ON RWY 09L/27R, TWY A SHALL BE CLEAR OF CAT E ACFT. - WHEN CAT E ACFT IS OPERATING ON RWY 09L/27R, TWY A SHALL BE CLEAR OF ANY ACFT. CREATED: 23 Dec 2024 18:13:00 SOURCE: OIIIYNYX",,,23 Dec 2024 18:13:00,
OIBK,A5053/24,OIIX/QNBAS/IV/BO/AE/000/999/,2412221504,2501221000 EST,,NDB KIH FREQ 201 KHZ NOT OPR . CREATED: 22 Dec 2024 15:03:00 SOURCE: OIIIYNYX,,,22 Dec 2024 15:03:00,
OIBK,A4487/24,OIIX/QOBCE/IV/M/AE/000/999/,2411121130,2502110730 EST,,A LIGHTED GAS MAST ERECTED AT WEST OF AD ON FINAL RWY 09R WITH FLW SPECIFICATIONS: PSN: 263150N 0535609E HGT: 187 FT/57 M AGL DIST FM THR RWY 09L: 2600 M. CREATED: 12 Nov 2024 11:32:00 SOURCE: OIIIYNYX,,,12 Nov 2024 11:32:00,
OIBK,A4475/24,OIIX/QCAAS/IV/B/AE/000/999/,2411120731,2502110730 EST,,"REF AIP PAGE AD 2-7 OIBK ITEM 2-18, TWR FREQ 119.600 MHZ U/S AND NEW FREQ 122.325 MHZ AVBL . CREATED: 12 Nov 2024 07:33:00 SOURCE: OIIIYNYX",,,12 Nov 2024 07:33:00,
OIBK,B0961/24,OIIX/QNNXX/E/000/999/,2412230843,2503232359 EST,,TACAN KIH CH 112X FLTCK EXPIRED CREATED: 23 Dec 2024 08:41:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:41:00,
OIKB,A4758/24,OIIX/QLFAS/I/BO/A/000/999/,2412020436,2501011100 EST,,SFLS (SEQUENCED FLASHING LIGHTS SYSTE,,,02 Dec 2024 04:41:00,
OIKB,A4757/24,OIIX/QLAAS/IV/NBO/A/000/999/,2412020433,2501011100 EST,,RWY 21L PALS NOT OPR DUE TO PWR. CREATED: 02 Dec 2024 04:34:00 SOURCE: OIIIYNYX,,,02 Dec 2024 04:34:00,
OIKB,B0975/24,OIIX/QNNXX/E/000/999/,2412230849,2503232359 EST,,TACAN BND CH 78X FLTCK EXPIRED. CREATED: 23 Dec 2024 08:48:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:48:00,
OIKB,B0956/24,OIIX/QNXXX/AE/000/999/,2412230837,2503232359 EST,,UDF FLTCK EXPIRED. CREATED: 23 Dec 2024 08:38:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:38:00,
OIYY,A5050/24,OIIX/QNBAS/IV/BO/AE/000/999/,2412221048,2412311100 EST,,NDB YZD FREQ 402 KHZ NOT OPR DUE TO MANT. CREATED: 22 Dec 2024 10:47:00 SOURCE: OIIIYNYX,,,22 Dec 2024 10:47:00,
OIYY,A4497/24,OIIX/QFALT/IV/NBO/A/000/999/,2411130902,2501102359 EST,,"THE FOLLOWING LIMITATIONS ARE APPLICABLE AT YAZD AERODROME: - THE MINIMUM VISIBILITY FOR OIYY IAC 1-1 (ILS OR LOC RWY 31) IS 1000 M BASED ON MET OFFICE REPORT, - THE MINIMUM TAKE OFF VISIBILITY FOR RWY 13 IS 1000 M BASED ON MET OFFICE REPORT, ALSO AIP SUP 5/24 OIYY HEREBY CANCELLED. CREATED: 13 Nov 2024 09:03:00 SOURCE: OIIIYNYX",,,13 Nov 2024 09:03:00,
OIYY,A3460/24,OIIX/QOBCH/IV/M/AE/000/999/,2409281045,PERM,,"REF AIP PAGE AD 2-3 OIYY ITEM 2.10, THE OBST IN APCH 31 / TKOF 13 AREAS AFFECTED CHANGED WITH FLW SPECIFICATIONS: OBST TYPE: BTS ANTENNA ELEV: 4179 FT AMSL MARKINGS/LGT: NIL COORD: 315246N 0541819E AMEND AIP ACCORDINGLY. CREATED: 28 Sep 2024 10:49:00 SOURCE: OIIIYNYX",,,28 Sep 2024 10:49:00,
OIYY,A3045/24,OIIX/QOBAW/IV/M/AE/000/999/,2409031102,PERM,,"REF AIP PAGE AD 2-3 OIYY ITEM 2.10, THE FLW OBST IN APCH / TKOF AREAS AFFECTED COMPLETELY WITHDRAWN: OBST TYPE RWY/AREA ELEV MARKINGS/LGT COORD -------------------------------------------------------------------- BTS ANTENNA 31 / APCH 4184 FT AMSL NIL 315257N 13 / TKOF 0541836E AMEND AIP ACCORDINGLY. CREATED: 03 Sep 2024 11:07:00 SOURCE: OIIIYNYX",,,03 Sep 2024 11:07:00,
OIYY,B0971/24,OIIX/QNNXX/E/000/999/,2412230848,2503232359 EST,,TACAN YZD CH 75X FLTCK EXPIRED CREATED: 23 Dec 2024 08:46:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:46:00,
OIAW,A5109/24,OIIX/QFTAS/I/B/A/000/999/,2412251742,2412280530 EST,,"REF AIP PAGE GEN 3.5-2, RVR RWY 30 TDZ U/S. CREATED: 25 Dec 2024 17:42:00 SOURCE: OIIIYNYX",,,25 Dec 2024 17:42:00,
OIAW,A5020/24,OIIX/QNBAS/IV/BO/AE/000/999/,2412210531,2412280520 EST,,NDB AWZ 415 KHZ NOT OPR DUE TO PWR. CREATED: 21 Dec 2024 05:32:00 SOURCE: OIIIYNYX,,,21 Dec 2024 05:32:00,
OIAW,A4703/24,OIIX/QLAAS/IV/NBO/A/000/999/,2411300556,2502280800 EST,,RWY 12 SALS NOT OPR DUE TO PWR. CREATED: 30 Nov 2024 05:59:00 SOURCE: OIIIYNYX,,,30 Nov 2024 05:59:00,
OIAW,A4702/24,OIIX/QFMAU/IV/BO/A/000/999/,2411300555,2502280800 EST,,"REF AIP PAGE GEN 3.5-2, CEILOMETER TDZ RWY 30 U/S DUE TO PWR. CREATED: 30 Nov 2024 05:57:00 SOURCE: OIIIYNYX",,,30 Nov 2024 05:57:00,
OIAW,A4701/24,OIIX/QOBCE/IV/M/AE/000/999/,2411300554,2502280800 EST,,A LIGHTED MAST ERECTED AT NORTH OF RWY 12/30 WITH FLW SPECIFICATIONS: PSN : 311942N 0484857E HGT : 182 FT AGL. CREATED: 30 Nov 2024 05:56:00 SOURCE: OIIIYNYX,,,30 Nov 2024 05:56:00,
OIAW,A4700/24,OIIX/QOBCE/IV/M/AE/000/999/,2411300554,2502280800 EST,,A LIGHTED MAST ERECTED AT NORTH OF RWY 12/30 WITH FLW SPECIFICATIONS: PSN: 312133N 0484503E HGT: 182 FT AGL. CREATED: 30 Nov 2024 05:55:00 SOURCE: OIIIYNYX,,,30 Nov 2024 05:55:00,
OIAW,A4699/24,OIIX/QMKLC/IV/BO/A/000/999/,2411300553,2502280800 EST,,ISOLATED PARKING AREA CLSD DUE TO PARKED ACFT CREATED: 30 Nov 2024 05:55:00 SOURCE: OIIIYNYX,,,30 Nov 2024 05:55:00,
OIAW,A4698/24,OIIX/QMRHW/IV/NBO/A/000/999/,2411300550,2502280800 EST,,WIP EXISTS RIGHT SIDE OF RWY 12 FROM THR UP TO 2000 M DIST FROM RWY CL : 40M MACHINERY OPR WITH MAX HGT 15 FT AND WILL VACATE DRG FLT OPR CREATED: 30 Nov 2024 05:52:00 SOURCE: OIIIYNYX,,,30 Nov 2024 05:52:00,
OITT,B0977/24,OIIX/QNNXX/E/000/999/,2412230851,2503232359 EST,,TACAN TBZ CH 57X FLTCK EXPIRED. CREATED: 23 Dec 2024 08:50:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:50:00,
OITT,A4920/24,OIIX/QMXLC/IV/M/A/000/999/,2412101013,2412311330 EST,,TWY M CLSD DUE TO ESTABLISHMENT OF MOBILE CONTROL TWR. CREATED: 10 Dec 2024 10:17:00 SOURCE: OIIIYNYX,,,10 Dec 2024 10:17:00,
OITT,A4922/24,OIIX/QMKLC/IV/BO/A/000/999/,2412101106,2412311313 EST,,ISOL ACFT PSN OCCUPIED BY DISABLED ACFT AND TWY M CONSIDERED AS ISOL AREA. CREATED: 10 Dec 2024 11:10:00 SOURCE: OIIIYNYX,,,10 Dec 2024 11:10:00,
OISS,A2133/24,OIIX/QOBAW/IV/M/AE/000/999/,2406150535,PERM,,"REF AIP PAGE AD 2-4 OISS ITEM 2.10, THE FOLLOWING OBST IN CIRCLING AREA AND AT AD HAS BEEN COMPLETELY WITHDRAWN: OBST TYPE: MAST ELEV: 5455 FT AMSL MARKING/LGT: NIL COORD: 292647N 0523853E AMEND AIP ACCORDINGLY. CREATED: 15 Jun 2024 05:36:00 SOURCE: OIIIYNYX",,,15 Jun 2024 05:36:00,
OIMM,A4874/24,OIIX/QMWHW/IV/M/A/000/999/,2412080637,2501061400,0330-1400,WIP ON RIGHT SIDE OF RWY 13R DIST FM THR RWY 13R : 23 M DIST FM RCL : 75 M MACHINERY OPR WITH MAX HGT :13 FT. CREATED: 08 Dec 2024 06:36:00 SOURCE: OIIIYNYX,,,08 Dec 2024 06:36:00,
OIMM,A4536/24,OIIX/QWMLW/IV/BO/W/000/140/,2411160830,2501041830,NOV 16 TO DEC 14 /0230 - 1830 DEC 21 TO JAN 04 /0230 - 1830,"REF AIP PAGE ENR 5.1.4-8, GUN FIRING WILL TAKE PLACE WI PARTS OF OIC74 WITH THE FLW COORD: 360700N 0604400E 355400N 0604300E 355900N 0602800E 360600N 0602900E TO THE POINT OF ORIGIN.",GND,14000,16 Nov 2024 08:30:00,
OIMM,A4534/24,OIIX/QWMLW/IV/BO/W/000/045/,2411160806,2501040630,NOV 17 TO 20 / 0330-0630 DEC 05 TO JAN 04 / 0330-0630,"REF AIP PAGE ENR 5.1.3-4, GUN FIRING WILL TAKE PLACE WI PARTS OF OID35 WITH THE FLW COORD: 360048N 0595120E 360358N 0595730E 360055N 0600110E 355747N 0595348E TO THE POINT OF ORIGIN.",GND,4500,16 Nov 2024 08:10:00,
OIMM,B0969/24,OIIX/QNNXX/E/000/999/,2412230847,2503232359 EST,,TACAN MSD CH 56X FLTCK EXPIRED. CREATED: 23 Dec 2024 08:45:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:45:00,
OIMM,B0967/24,OIIX/QNXXX/AE/000/999/,2412230844,2503232359 EST,,UDF FLTCK EXPIRED. CREATED: 23 Dec 2024 08:45:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:45:00,
OISS,A5051/24,OIIX/QMXLC/IV/M/A/000/999/,2412221055,2501201000 EST,,TWY A2 AND TWY B2 CLSD DUE TO WIP. CREATED: 22 Dec 2024 10:55:00 SOURCE: OIIIYNYX,,,22 Dec 2024 10:55:00,
OISS,A4985/24,OIIX/QMXLC/IV/M/A/000/999/,2412170548,2503161200 EST,,TWY F CLSD DUE TO PARKED ACFT. CREATED: 17 Dec 2024 05:47:00 SOURCE: OIIIYNYX,,,17 Dec 2024 05:47:00,
OISS,A4761/24,OIIX/QMPLC/IV/BO/A/000/999/,2412020606,2501021200 EST,,"STANDS NR 101 ,102,103 AND 104 CLSD DUE TO CONST WORK. CREATED: 02 Dec 2024 06:09:00 SOURCE: OIIIYNYX",,,02 Dec 2024 06:09:00,
OISS,A4663/24,OIIX/QMRLC/IV/NBO/A/000/999/,2411261119,2502241200 EST,,RWY 11L/29R CLSD EXC FOR MIL FIGHTER ACFT OPERATION. CREATED: 26 Nov 2024 11:20:00 SOURCE: OIIIYNYX,,,26 Nov 2024 11:20:00,
